frame,timestamp_sec,valid_ratio,depth_mean_mm,depth_std_mm,depth_min_mm,depth_max_mm,depth_p25_mm,depth_p75_mm
1120,74.8001,0.0389,2645.2,1319.7,515,4900,1540.0,3845.0
1121,74.8667,0.0379,2613.8,1325.4,515,4892,1540.0,3844.0
1122,74.9334,0.038,2618.7,1315.2,515,4892,1540.0,3844.0
1123,75.0001,0.0386,2626.2,1325.5,516,4892,1540.0,3844.0
1124,75.0667,0.0378,2635.0,1316.0,515,4892,1540.0,3844.0
1125,75.1334,0.0385,2637.1,1312.0,515,4892,1542.0,3844.0
1126,75.2001,0.0389,2626.1,1318.2,515,4892,1540.0,3844.0
1127,75.2667,0.0387,2608.3,1319.2,515,4892,1540.0,3844.0
1128,75.3334,0.0387,2655.4,1320.3,515,4892,1542.0,3846.0
1129,75.4001,0.0393,2617.6,1328.4,515,4892,1540.0,3844.0
1130,75.4667,0.04,2621.3,1332.1,515,4892,1540.0,3844.0
1131,75.5334,0.0408,2602.8,1333.8,515,4892,1539.0,3844.0
1132,75.6001,0.0419,2604.6,1325.0,515,4892,1540.0,3612.0
1133,75.6667,0.0425,2605.0,1302.7,515,4892,1540.0,3611.0
1134,75.7334,0.0427,2665.6,1310.3,515,4892,1542.0,3844.0
1135,75.8001,0.0428,2682.7,1305.0,515,4892,1545.0,3844.0
1136,75.8667,0.0425,2732.9,1298.3,515,4892,1557.0,3847.0
1137,75.9334,0.0426,2720.8,1294.6,515,4892,1556.0,3845.0
1138,76.0001,0.0411,2736.5,1287.7,515,4892,1564.0,3845.0
1139,76.0667,0.0401,2739.7,1301.1,515,4892,1557.0,3847.0
1140,76.1334,0.04,2743.9,1288.6,515,4892,1795.0,3845.0
1141,76.2001,0.0402,2735.4,1298.9,515,4892,1556.0,3846.0
1142,76.2667,0.0402,2777.7,1304.9,515,4892,1558.0,3853.0
1143,76.3334,0.0398,2782.9,1312.1,515,4892,1557.0,3855.0
1144,76.4001,0.0395,2773.6,1303.5,515,4892,1563.0,3852.0
1145,76.4667,0.0403,2785.6,1320.9,515,4892,1556.0,3860.0
1146,76.5334,0.0398,2786.8,1315.2,516,4892,1557.0,3857.0
1147,76.6001,0.0402,2772.2,1307.7,515,4892,1558.0,3855.0
1148,76.6667,0.0398,2760.8,1297.2,515,4892,1563.0,3848.0
1149,76.7334,0.0407,2767.4,1294.9,515,4892,1564.0,3847.0
1150,76.8001,0.0408,2729.7,1295.2,515,4892,1557.0,3844.0
1151,76.8667,0.0409,2733.0,1286.2,515,4892,1557.0,3844.0
1152,76.9334,0.0405,2676.9,1281.6,515,4900,1555.0,3844.0
1153,77.0001,0.0405,2656.6,1286.3,515,4900,1550.0,3844.0
1154,77.0667,0.04,2641.0,1299.3,515,4892,1542.0,3844.0
1155,77.1334,0.0405,2602.5,1305.0,515,4892,1540.0,3606.0
1156,77.2001,0.0404,2599.0,1298.4,515,4892,1540.0,3605.8
1157,77.2667,0.0413,2565.6,1303.2,515,4892,1540.0,3601.0
1158,77.3334,0.0421,2569.7,1288.3,515,4892,1540.0,3600.0
1159,77.4001,0.0419,2609.4,1306.3,515,4892,1540.0,3606.0
1160,77.4667,0.0417,2641.7,1298.0,515,4892,1542.0,3844.0
1161,77.5334,0.0415,2708.8,1287.4,515,4892,1556.0,3844.0
1162,77.6001,0.0423,2739.3,1284.1,515,4892,1796.0,3846.0
1163,77.6667,0.042,2780.7,1295.1,515,4892,1796.0,3850.0
1164,77.7334,0.0406,2797.5,1324.5,515,4892,1563.0,3861.0
1165,77.8001,0.0391,2789.9,1337.9,515,4892,1556.0,3867.0
1166,77.8667,0.0382,2719.3,1336.5,515,4892,1548.0,3855.0
1167,77.9334,0.0374,2727.3,1335.6,515,4892,1549.0,3857.0
1168,78.0001,0.0381,2714.6,1333.2,515,4892,1547.0,3852.0
1169,78.0667,0.0371,2712.1,1331.1,515,4892,1550.0,3851.0
1170,78.1334,0.0385,2712.1,1339.2,515,4892,1546.0,3854.0
1171,78.2001,0.0385,2734.0,1340.9,515,4892,1550.0,3857.0
1172,78.2667,0.0384,2708.4,1344.7,515,4892,1544.0,3856.0
1173,78.3334,0.0391,2716.5,1334.9,515,4892,1546.0,3856.0
1174,78.4001,0.0389,2704.5,1324.1,515,4892,1549.5,3850.0
1175,78.4667,0.0399,2694.5,1328.8,515,4892,1545.0,3849.0
1176,78.5334,0.0393,2710.5,1327.4,515,4892,1546.0,3848.0
1177,78.6001,0.0396,2743.5,1334.4,515,4903,1551.0,3860.0
1178,78.6667,0.0396,2749.7,1339.4,515,4892,1550.0,3858.0
1179,78.7334,0.0397,2738.6,1337.8,515,4892,1550.0,3860.0
1180,78.8001,0.0399,2762.4,1342.3,515,4892,1551.0,3860.0
1181,78.8667,0.0399,2767.5,1332.6,515,4892,1556.0,3859.0
1182,78.9334,0.0405,2809.3,1342.9,515,4892,1557.0,4100.0
1183,79.0001,0.0407,2818.0,1356.0,515,4892,1557.0,4100.0
1184,79.0667,0.0404,2827.6,1340.3,515,4892,1562.0,4100.0
1185,79.1334,0.0407,2839.5,1339.4,515,4892,1563.0,4100.0
1186,79.2001,0.0421,2831.9,1339.6,515,4900,1564.0,4100.0
1187,79.2667,0.0415,2803.9,1327.3,515,4892,1558.0,3862.0
1188,79.3334,0.0392,2792.1,1302.5,515,4892,1796.0,3854.0
1189,79.4001,0.0392,2757.9,1293.5,515,4892,1563.0,3847.0
1190,79.4667,0.0394,2726.2,1298.1,515,4892,1556.0,3844.0
1191,79.5334,0.0389,2696.5,1283.6,515,4892,1556.0,3844.0
1192,79.6001,0.0395,2682.7,1286.9,515,4897,1552.0,3844.0
1193,79.6667,0.04,2662.8,1283.1,515,4892,1550.0,3844.0
1194,79.7334,0.0393,2700.6,1305.2,515,4892,1552.0,3846.0
1195,79.8001,0.0382,2669.5,1313.0,515,4892,1545.0,3844.0
1196,79.8667,0.0374,2653.9,1325.1,515,4892,1542.0,3844.0
1197,79.9334,0.0369,2652.8,1319.7,515,4892,1542.0,3844.0
1198,80.0001,0.0379,2647.9,1332.8,515,4892,1540.0,3845.0
1199,80.0667,0.0373,2638.3,1338.1,515,4892,1540.0,3844.0
1200,80.1334,0.0379,2665.2,1316.8,515,4892,1543.0,3844.0
1201,80.2,0.0389,2674.4,1315.5,515,4892,1543.0,3845.0
1202,80.2667,0.0393,2614.9,1325.6,515,4892,1540.0,3844.0
1203,80.3334,0.0393,2615.0,1323.0,515,4892,1540.0,3844.0
1204,80.4001,0.0384,2608.6,1321.8,515,4892,1540.0,3843.0
1205,80.4667,0.0382,2578.6,1318.0,515,4892,1308.0,3605.0
1206,80.5334,0.0387,2629.8,1322.7,515,4892,1540.0,3844.0
1207,80.6001,0.0382,2677.9,1322.9,515,4892,1545.0,3846.0
1208,80.6667,0.0361,2669.7,1331.6,515,4892,1542.0,3846.0
1209,80.7334,0.0341,2637.4,1331.9,515,4892,1540.0,3844.0
1210,80.8001,0.0337,2619.4,1337.9,515,4892,1540.0,3844.0
1211,80.8667,0.0344,2658.6,1337.9,515,4892,1540.0,3847.0
1212,80.9334,0.0344,2631.0,1323.5,515,4892,1540.0,3844.0
1213,81.0001,0.0335,2636.7,1335.4,515,4892,1540.0,3846.0
1214,81.0667,0.0332,2636.1,1321.6,515,4894,1540.0,3844.0
1215,81.1334,0.0323,2659.1,1319.7,515,4892,1543.0,3846.0
1216,81.2001,0.0327,2629.8,1319.1,515,4892,1540.0,3844.0
1217,81.2667,0.0321,2662.7,1327.7,515,4892,1543.0,3849.0
1218,81.3334,0.0319,2644.1,1326.5,516,4892,1542.0,3845.0
1219,81.4001,0.0322,2632.5,1326.0,515,4892,1542.0,3846.0
1220,81.4667,0.0319,2658.1,1320.2,515,4900,1543.2,3847.0
1221,81.5334,0.0315,2627.7,1324.0,516,4892,1540.0,3845.0
1222,81.6001,0.0308,2654.0,1331.9,515,4892,1541.0,3847.0
1223,81.6667,0.0313,2655.1,1337.5,515,4892,1540.0,3847.5
1224,81.7334,0.0311,2643.0,1338.7,515,4892,1540.0,3849.0
1225,81.8001,0.0308,2649.1,1336.1,515,4892,1542.0,3847.0
1226,81.8667,0.0304,2648.6,1331.7,515,4892,1542.0,3848.0
1227,81.9334,0.0304,2623.9,1336.2,516,4892,1540.0,3846.0
1228,82.0001,0.03,2612.4,1334.0,515,4900,1540.0,3844.0
1229,82.0667,0.03,2607.6,1334.8,515,4892,1540.0,3844.0
1230,82.1334,0.0304,2630.2,1325.5,515,4892,1542.0,3844.0
1231,82.2001,0.0303,2635.8,1316.7,515,4892,1543.0,3844.0
1232,82.2667,0.0302,2646.0,1327.4,515,4892,1542.0,3847.0
1233,82.3334,0.0305,2636.8,1316.8,515,4892,1542.0,3844.0
1234,82.4001,0.0299,2652.2,1320.1,516,4892,1545.0,3846.0
1235,82.4667,0.0299,2647.0,1322.8,515,4892,1543.0,3846.0
1236,82.5334,0.0303,2650.9,1327.3,515,4892,1543.0,3847.0
1237,82.6001,0.0294,2629.4,1319.2,515,4892,1540.0,3844.0
1238,82.6667,0.0306,2634.6,1330.9,515,4892,1540.0,3846.0
1239,82.7334,0.0303,2621.6,1338.4,515,4892,1540.0,3847.0
1240,82.8001,0.0298,2638.4,1331.3,515,4892,1542.0,3847.0
1241,82.8667,0.0301,2620.9,1343.3,515,4892,1540.0,3846.0
1242,82.9334,0.03,2619.5,1336.4,515,4900,1540.0,3847.0
1243,83.0001,0.0296,2609.5,1330.6,515,4892,1540.0,3844.0
1244,83.0667,0.0305,2633.2,1345.3,515,4892,1540.0,3848.0
1245,83.1334,0.03,2625.9,1334.2,515,4892,1540.0,3845.0
1246,83.2001,0.0303,2635.1,1340.5,515,4892,1540.0,3848.0
1247,83.2667,0.0301,2628.3,1334.5,515,4892,1540.0,3847.0
1248,83.3334,0.0304,2638.4,1322.3,515,4892,1542.0,3846.0
1249,83.4001,0.0303,2626.9,1318.9,516,4892,1542.0,3846.0
1250,83.4667,0.0305,2646.9,1337.1,515,4892,1542.0,3848.0
1251,83.5334,0.0307,2661.9,1326.2,515,4892,1543.0,3848.0
1252,83.6001,0.0306,2648.1,1335.6,515,4892,1542.0,3847.0
1253,83.6667,0.0312,2631.3,1326.1,515,4892,1542.0,3846.0
1254,83.7334,0.0313,2652.7,1332.1,515,4892,1542.0,3847.0
1255,83.8001,0.031,2640.0,1314.6,515,4892,1544.0,3844.0
1256,83.8667,0.0305,2656.7,1350.1,515,4892,1540.0,3850.5
1257,83.9334,0.0299,2668.4,1339.7,515,4892,1542.0,3852.0
1258,84.0001,0.0298,2636.2,1343.6,515,4892,1540.0,3848.0
1259,84.0667,0.03,2616.7,1332.8,515,4892,1540.0,3844.0
1260,84.1334,0.0291,2624.3,1337.3,515,4892,1540.0,3846.0
1261,84.2001,0.0284,2636.5,1336.6,515,4892,1540.0,3846.0
1262,84.2667,0.0288,2642.7,1337.5,515,4892,1542.0,3848.0
1263,84.3334,0.0288,2633.0,1331.7,515,4892,1542.0,3847.0
1264,84.4001,0.0289,2641.8,1344.9,515,4892,1540.0,3850.0
1265,84.4667,0.0288,2643.8,1346.2,515,4892,1540.0,3849.0
1266,84.5334,0.0289,2661.2,1334.9,515,4892,1541.0,3848.8
1267,84.6001,0.0295,2658.2,1337.0,515,4892,1542.0,3848.0
1268,84.6667,0.0296,2639.4,1330.3,515,4892,1540.0,3846.0
1269,84.7334,0.0301,2679.3,1338.0,515,4891,1544.0,3853.0
1270,84.8001,0.0303,2665.4,1342.1,515,4897,1543.0,3850.8
1271,84.8667,0.0303,2658.2,1335.5,515,4891,1542.0,3848.0
1272,84.9334,0.031,2676.6,1333.7,515,4892,1544.0,3852.0
1273,85.0001,0.0308,2649.4,1340.9,515,4894,1540.0,3848.0
1274,85.0667,0.0303,2665.8,1341.4,515,4891,1542.0,3849.0
1275,85.1334,0.0296,2685.7,1342.3,515,4892,1543.0,3852.0
1276,85.2001,0.0299,2674.6,1335.3,515,4891,1545.0,3851.0
1277,85.2667,0.0302,2666.6,1343.3,515,4894,1542.0,3850.0
1278,85.3334,0.0297,2690.9,1343.3,515,4891,1547.8,3854.0
1279,85.4001,0.03,2684.8,1331.7,515,4894,1546.0,3852.0
1280,85.4667,0.0297,2697.9,1340.1,515,4891,1546.0,3855.0
1281,85.5334,0.0299,2692.4,1353.9,515,4892,1542.0,3857.0
1282,85.6,0.03,2676.8,1334.3,515,4891,1543.0,3853.0
1283,85.6667,0.0298,2663.1,1334.0,515,4894,1543.0,3849.0
1284,85.7334,0.0295,2693.8,1343.7,515,4891,1545.0,3854.0
1285,85.8001,0.0296,2660.2,1327.4,515,4892,1545.0,3847.0
1286,85.8667,0.0298,2662.5,1339.2,515,4892,1542.0,3850.0
1287,85.9334,0.0298,2677.7,1337.6,515,4891,1545.0,3850.0
1288,86.0001,0.0298,2674.3,1342.2,515,4892,1542.0,3853.0
1289,86.0667,0.0299,2662.5,1340.9,515,4891,1542.0,3852.0
1290,86.1334,0.0299,2652.5,1335.4,515,4891,1541.0,3846.0
1291,86.2001,0.0294,2660.8,1335.9,515,4891,1544.0,3849.0
1292,86.2667,0.0297,2657.9,1331.6,515,4897,1544.0,3848.0
1293,86.3334,0.0299,2653.2,1325.8,515,4892,1544.0,3847.0
1294,86.4001,0.0298,2641.0,1324.7,515,4892,1544.0,3844.0
1295,86.4667,0.0303,2640.3,1343.7,515,4892,1540.0,3847.0
1296,86.5334,0.0302,2667.5,1333.4,515,4892,1543.0,3852.0
1297,86.6001,0.0295,2662.1,1324.8,515,4892,1544.0,3849.0
1298,86.6667,0.0295,2646.3,1333.3,515,4892,1540.0,3847.0
1299,86.7334,0.0299,2638.1,1336.0,515,4897,1540.0,3846.0
1300,86.8001,0.0298,2639.9,1324.7,515,4892,1540.0,3846.0
1301,86.8667,0.0296,2645.2,1333.8,515,4892,1540.0,3846.0
1302,86.9334,0.0297,2609.0,1329.4,515,4892,1540.0,3844.0
1303,87.0001,0.0299,2634.0,1325.4,515,4892,1543.0,3845.0
1304,87.0667,0.0297,2619.0,1334.5,515,4892,1540.0,3847.0
1305,87.1334,0.0295,2645.6,1329.3,515,4892,1543.0,3847.0
1306,87.2001,0.0297,2630.6,1336.7,515,4892,1540.0,3847.0
1307,87.2667,0.0298,2617.1,1333.3,515,4892,1540.0,3844.0
1308,87.3334,0.0292,2599.4,1330.3,515,4892,1309.0,3844.0
1309,87.4001,0.0292,2628.3,1330.4,515,4892,1540.0,3846.0
1310,87.4667,0.0293,2618.3,1329.3,515,4892,1540.0,3844.0
1311,87.5334,0.0297,2609.9,1331.5,515,4892,1539.0,3844.0
1312,87.6,0.0301,2595.8,1327.4,515,4892,1540.0,3844.0
1313,87.6667,0.0299,2641.2,1326.4,515,4892,1544.0,3846.0
1314,87.7334,0.0296,2653.1,1323.5,515,4892,1543.2,3847.0
1315,87.8001,0.0302,2606.8,1327.6,515,4892,1540.0,3844.0
1316,87.8667,0.0301,2645.0,1325.1,515,4892,1542.0,3846.0
1317,87.9334,0.0301,2660.5,1336.6,515,4892,1540.5,3851.0
1318,88.0001,0.0314,2685.3,1339.6,515,4892,1546.0,3853.0
1319,88.0667,0.0324,2679.3,1353.5,515,4892,1542.0,3856.0
1320,88.1334,0.0322,2675.9,1352.8,515,4892,1542.0,3856.0
1321,88.2,0.0319,2667.1,1333.6,515,4892,1543.5,3853.0
1322,88.2667,0.0321,2673.8,1338.9,515,4892,1544.0,3852.0
1323,88.3334,0.0308,2650.6,1336.1,515,4892,1542.0,3849.0
1324,88.4001,0.0317,2628.1,1338.0,515,4892,1540.0,3846.0
1325,88.4667,0.032,2605.6,1329.1,515,4892,1540.0,3844.0
1326,88.5334,0.0322,2623.3,1345.1,515,4892,1540.0,3846.0
1327,88.6001,0.032,2600.8,1317.8,515,4892,1540.0,3611.0
1328,88.6667,0.0324,2633.5,1338.3,515,4892,1540.0,3846.0
1329,88.7334,0.0321,2633.8,1335.9,515,4892,1542.0,3846.0
1330,88.8001,0.033,2647.2,1342.0,515,4892,1540.5,3849.0
1331,88.8667,0.0334,2617.8,1325.0,515,4892,1540.0,3844.0
1332,88.9334,0.0349,2621.9,1335.0,515,4892,1540.0,3844.0
1333,89.0001,0.0348,2639.0,1328.3,515,4892,1540.0,3845.0
1334,89.0667,0.033,2585.5,1316.7,515,4892,1540.0,3605.0
1335,89.1334,0.0332,2589.4,1318.5,515,4892,1540.0,3612.0
1336,89.2001,0.0328,2618.8,1318.6,515,4892,1540.0,3844.0
1337,89.2667,0.0326,2648.7,1329.3,515,4892,1540.0,3846.0
1338,89.3334,0.0334,2603.1,1335.7,515,4892,1539.0,3844.0
1339,89.4001,0.0334,2606.1,1335.0,515,4892,1540.0,3844.0
1340,89.4667,0.0341,2621.5,1330.9,515,4892,1540.0,3844.0
1341,89.5334,0.0336,2618.6,1340.1,515,4892,1539.0,3844.0
1342,89.6001,0.0343,2619.3,1333.3,515,4892,1540.0,3844.0
1343,89.6667,0.0344,2619.5,1328.1,515,4892,1540.0,3844.0
1344,89.7334,0.0344,2616.7,1323.0,515,4892,1540.0,3844.0
1345,89.8001,0.035,2615.8,1330.9,515,4892,1540.0,3844.0
1346,89.8667,0.0354,2585.8,1324.2,515,4892,1308.0,3612.0
1347,89.9334,0.0353,2601.4,1322.0,515,4892,1540.0,3611.0
1348,90.0001,0.036,2591.0,1327.0,515,4897,1539.0,3605.0
1349,90.0667,0.0365,2570.4,1325.6,515,4892,1302.0,3605.0
1350,90.1334,0.0373,2567.6,1317.8,515,4892,1539.0,3604.0
1351,90.2001,0.0372,2619.2,1310.5,515,4892,1540.0,3844.0
1352,90.2667,0.0372,2618.1,1323.2,515,4892,1540.0,3844.0
1353,90.3334,0.0384,2624.4,1314.7,515,4892,1540.0,3843.0
1354,90.4001,0.0385,2626.2,1317.4,515,4892,1540.0,3844.0
1355,90.4667,0.0385,2616.1,1321.6,515,4892,1540.0,3844.0
1356,90.5334,0.0385,2626.9,1330.6,515,4892,1540.0,3844.0
1357,90.6001,0.038,2626.8,1309.4,515,4892,1542.0,3844.0
1358,90.6667,0.0368,2678.7,1326.5,515,4892,1543.0,3846.0
1359,90.7334,0.0349,2663.6,1321.9,515,4892,1546.0,3846.0
1360,90.8001,0.0335,2645.4,1322.0,515,4892,1542.0,3846.0
1361,90.8667,0.0336,2660.3,1337.1,515,4892,1542.0,3849.0
1362,90.9334,0.0334,2642.1,1329.6,515,4892,1542.0,3846.0
1363,91.0,0.0333,2630.7,1329.9,515,4892,1540.0,3844.0
1364,91.0667,0.034,2632.1,1320.9,515,4892,1540.0,3844.0
1365,91.1334,0.0339,2633.1,1324.7,515,4892,1542.0,3844.0
1366,91.2001,0.0337,2624.1,1328.7,515,4892,1540.0,3844.0
1367,91.2667,0.0338,2625.7,1331.9,515,4892,1540.0,3844.0
1368,91.3334,0.033,2679.2,1324.8,515,4892,1544.0,3847.0
1369,91.4001,0.0327,2667.1,1321.8,515,4892,1544.0,3847.0
1370,91.4667,0.0326,2611.0,1326.3,515,4892,1540.0,3844.0
1371,91.5334,0.0317,2615.9,1336.9,515,4892,1540.0,3844.0
1372,91.6001,0.031,2634.6,1330.2,515,4892,1540.0,3844.0
1373,91.6667,0.0313,2640.3,1333.2,515,4892,1540.0,3846.0
1374,91.7334,0.0318,2640.3,1324.5,515,4892,1540.0,3844.0
1375,91.8,0.0309,2644.7,1333.8,515,4892,1540.0,3847.0
1376,91.8667,0.0306,2651.2,1326.2,515,4892,1542.0,3846.8
1377,91.9334,0.0307,2629.2,1324.7,515,4892,1540.0,3844.0
1378,92.0001,0.0305,2632.7,1334.4,515,4892,1540.0,3846.0
1379,92.0667,0.031,2639.6,1339.5,515,4892,1540.0,3847.0
1380,92.1334,0.0303,2651.5,1337.2,515,4892,1540.0,3849.0
1381,92.2001,0.0313,2648.0,1333.5,515,4892,1540.0,3846.0
1382,92.2667,0.0307,2651.2,1338.0,515,4892,1542.0,3848.0
1383,92.3334,0.0306,2648.2,1332.2,515,4892,1540.0,3845.0
1384,92.4001,0.0307,2658.8,1328.7,515,4892,1543.0,3846.0
1385,92.4667,0.0316,2666.0,1331.9,515,4892,1542.0,3849.2
1386,92.5334,0.0319,2663.0,1329.5,515,4892,1542.0,3848.0
1387,92.6,0.032,2656.4,1321.6,515,4892,1543.0,3846.0
1388,92.6667,0.0317,2652.8,1328.9,515,4897,1542.0,3847.0
1389,92.7334,0.0315,2668.7,1330.1,515,4892,1544.0,3847.0
1390,92.8001,0.0321,2634.6,1332.1,515,4892,1540.0,3846.0
1391,92.8667,0.0344,2637.0,1317.5,515,4892,1542.0,3844.0
1392,92.9334,0.035,2635.8,1316.8,515,4892,1542.0,3844.0
1393,93.0001,0.0337,2594.9,1333.4,515,4892,1308.0,3844.0
1394,93.0667,0.0341,2578.6,1322.4,515,4892,1308.0,3605.0
1395,93.1334,0.0343,2569.2,1328.1,515,4892,1307.0,3606.0
1396,93.2001,0.034,2584.7,1331.3,515,4892,1302.0,3843.0
1397,93.2667,0.0337,2611.3,1315.1,515,4892,1540.0,3612.0
1398,93.3334,0.0333,2604.6,1315.7,515,4892,1540.0,3843.0
1399,93.4001,0.0337,2592.8,1319.5,515,4892,1540.0,3605.0
1400,93.4667,0.0343,2646.7,1328.0,515,4892,1542.0,3846.0
1401,93.5334,0.0339,2600.5,1326.3,515,4892,1540.0,3785.2
1402,93.6001,0.0335,2596.3,1328.2,515,4892,1540.0,3844.0
1403,93.6667,0.034,2597.2,1334.0,515,4892,1540.0,3844.0
1404,93.7334,0.0338,2607.5,1317.1,515,4892,1540.0,3843.0
1405,93.8001,0.0343,2605.3,1326.7,515,4892,1540.0,3844.0
1406,93.8667,0.0335,2611.5,1327.1,304,4892,1540.0,3844.0
1407,93.9334,0.0343,2596.9,1327.5,515,4897,1540.0,3843.0
1408,94.0001,0.0349,2586.7,1320.4,515,4892,1540.0,3606.0
1409,94.0667,0.0342,2632.3,1328.0,515,4892,1540.0,3844.0
1410,94.1334,0.0351,2599.0,1331.3,515,4892,1540.0,3844.0
1411,94.2001,0.0349,2582.8,1323.2,515,4892,1540.0,3606.0
1412,94.2667,0.0342,2589.7,1317.1,515,4892,1540.0,3605.0
1413,94.3334,0.0339,2603.7,1327.6,515,4892,1540.0,3844.0
1414,94.4001,0.0347,2618.8,1327.2,515,4892,1540.0,3844.0
1415,94.4667,0.0346,2617.4,1325.1,515,4892,1540.0,3844.0
1416,94.5334,0.0344,2600.8,1323.9,515,4892,1540.0,3844.0
1417,94.6001,0.0351,2618.4,1318.0,515,4892,1540.0,3844.0
1418,94.6667,0.0341,2602.3,1327.0,515,4892,1540.0,3844.0
1419,94.7334,0.0344,2607.5,1322.2,515,4892,1540.0,3844.0
1420,94.8001,0.0339,2629.5,1334.5,515,4892,1540.0,3844.0
1421,94.8667,0.0347,2634.4,1324.5,515,4892,1540.0,3844.0
1422,94.9334,0.0344,2623.0,1323.7,515,4897,1540.0,3844.0
1423,95.0001,0.0338,2609.8,1317.0,515,4892,1540.0,3611.0
1424,95.0667,0.034,2621.8,1323.4,515,4892,1540.0,3844.0
1425,95.1334,0.0341,2627.7,1325.4,515,4892,1540.0,3844.0
1426,95.2001,0.0338,2604.1,1323.4,515,4892,1540.0,3843.0
1427,95.2667,0.0342,2619.9,1342.0,515,4892,1307.0,3844.0
1428,95.3334,0.0344,2614.9,1332.6,515,4892,1540.0,3844.0
1429,95.4001,0.0349,2598.7,1328.8,515,4892,1540.0,3844.0
1430,95.4667,0.0342,2603.4,1330.7,515,4897,1540.0,3844.0
1431,95.5334,0.0346,2603.5,1330.6,515,4892,1540.0,3844.0
1432,95.6001,0.0351,2616.8,1327.8,515,4892,1540.0,3844.0
1433,95.6667,0.0348,2621.8,1328.8,515,4892,1540.0,3844.0
1434,95.7334,0.0348,2619.0,1315.6,515,4892,1540.0,3844.0
1435,95.8001,0.0347,2596.6,1322.9,515,4892,1540.0,3844.0
1436,95.8667,0.0358,2604.7,1322.8,515,4892,1540.0,3844.0
1437,95.9334,0.0353,2583.1,1330.1,515,4892,1302.0,3611.8
1438,96.0001,0.0358,2609.3,1325.6,515,4892,1540.0,3844.0
1439,96.0667,0.0359,2598.9,1331.8,515,4892,1540.0,3844.0
1440,96.1334,0.0364,2611.7,1320.7,515,4892,1540.0,3843.0
1441,96.2001,0.0357,2620.9,1321.1,515,4892,1540.0,3844.0
1442,96.2667,0.0353,2597.6,1332.1,515,4903,1540.0,3844.0
1443,96.3334,0.0354,2594.3,1319.2,515,4892,1540.0,3606.0
1444,96.4001,0.0351,2601.8,1334.4,515,4892,1540.0,3844.0
1445,96.4667,0.035,2629.3,1333.7,515,4892,1540.0,3844.0
1446,96.5334,0.0349,2620.0,1320.9,515,4892,1540.0,3844.0
1447,96.6001,0.0343,2610.0,1321.7,515,4892,1540.0,3844.0
1448,96.6667,0.0347,2640.5,1329.1,515,4892,1540.0,3846.0
1449,96.7334,0.0346,2612.5,1331.0,515,4892,1540.0,3844.0
1450,96.8001,0.0346,2623.1,1327.3,515,4892,1540.0,3844.0
1451,96.8667,0.0348,2599.1,1322.9,515,4892,1540.0,3843.0
1452,96.9334,0.0346,2617.3,1326.3,515,4892,1540.0,3844.0
1453,97.0001,0.0345,2568.1,1324.7,515,4892,1539.2,3605.0
1454,97.0667,0.0343,2593.4,1328.0,515,4892,1540.0,3844.0
1455,97.1334,0.0344,2585.6,1329.8,515,4892,1540.0,3843.0
1456,97.2001,0.0343,2571.5,1317.3,515,4892,1540.0,3605.0
1457,97.2667,0.0346,2605.4,1316.3,515,4892,1540.0,3606.0
1458,97.3334,0.035,2572.5,1333.1,515,4892,1300.0,3605.0
1459,97.4001,0.0351,2593.3,1331.4,515,4892,1539.0,3844.0
1460,97.4667,0.0347,2610.3,1323.4,515,4892,1540.0,3844.0
1461,97.5334,0.035,2588.6,1327.3,515,4892,1540.0,3606.0
1462,97.6001,0.0354,2582.3,1328.1,515,4892,1307.0,3612.0
1463,97.6667,0.035,2591.8,1330.0,515,4892,1539.0,3844.0
1464,97.7334,0.0348,2601.6,1310.1,515,4892,1540.0,3606.0
1465,97.8001,0.0346,2609.7,1321.2,515,4892,1540.0,3844.0
1466,97.8667,0.0348,2599.3,1327.3,515,4892,1540.0,3844.0
1467,97.9334,0.0353,2592.5,1330.8,515,4892,1307.0,3844.0
1468,98.0001,0.0351,2598.3,1322.0,301,4892,1540.0,3605.0
1469,98.0667,0.0354,2606.6,1322.7,515,4892,1540.0,3844.0
1470,98.1334,0.0355,2598.0,1333.5,515,4900,1307.0,3844.0
1471,98.2001,0.0365,2583.8,1321.5,515,4892,1307.0,3605.0
1472,98.2667,0.0358,2609.1,1320.6,515,4892,1540.0,3844.0
1473,98.3334,0.0361,2601.6,1326.2,515,4892,1540.0,3844.0
1474,98.4001,0.0358,2608.3,1316.8,515,4892,1540.0,3844.0
1475,98.4667,0.036,2600.4,1332.6,515,4892,1540.0,3844.0
1476,98.5334,0.0359,2603.5,1332.4,515,4892,1540.0,3844.0
1477,98.6001,0.0353,2619.2,1324.9,515,4892,1540.0,3844.0
1478,98.6667,0.036,2591.1,1323.1,515,4892,1540.0,3612.0
1479,98.7334,0.0357,2607.3,1324.4,515,4892,1540.0,3844.0
1480,98.8001,0.035,2616.0,1318.6,515,4892,1540.0,3844.0
1481,98.8667,0.0351,2596.6,1318.7,515,4900,1540.0,3606.0
1482,98.9334,0.0352,2591.5,1335.3,515,4892,1308.0,3844.0
1483,99.0001,0.0359,2598.8,1323.0,515,4892,1540.0,3844.0
1484,99.0667,0.0348,2623.1,1322.1,515,4892,1540.0,3844.0
1485,99.1334,0.0352,2613.9,1320.8,515,4892,1540.0,3844.0
1486,99.2001,0.0352,2583.2,1335.6,515,4892,1301.0,3612.0
