frame,timestamp_sec,person_id,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis,side
443,29.5333,1,0.95161,0.44646,-0.14425,0.9999,0.96296,0.43884,-0.15217,0.9999,0.96702,0.44108,-0.15215,0.9998,0.97089,0.44284,-0.15218,0.9999,0.95461,0.43169,-0.13394,0.9997,0.95254,0.42917,-0.13394,0.9997,0.95059,0.42664,-0.13396,0.9998,0.98294,0.4556,-0.14979,0.9999,0.96137,0.43537,-0.06399,0.9997,0.9557,0.46781,-0.13984,1.0,0.94661,0.4621,-0.11511,0.9999,0.98648,0.55943,-0.16473,1.0,0.92384,0.49325,0.00893,0.9999,0.93027,0.63843,-0.18132,0.981,0.87971,0.56998,0.05653,0.4036,0.8602,0.63356,-0.16575,0.9064,0.84988,0.60823,0.01616,0.358,0.83933,0.64464,-0.17953,0.8497,0.83268,0.62505,0.01011,0.3326,0.83479,0.62933,-0.17243,0.8381,0.83185,0.62294,-0.00654,0.3314,0.83972,0.62388,-0.15984,0.7974,0.83831,0.61568,0.00793,0.3597,0.89639,0.68936,-0.05793,1.0,0.86374,0.6401,0.0578,1.0,0.82055,0.73504,-0.19466,0.9855,0.77855,0.66434,-0.04162,0.9356,0.83208,0.87438,-0.04433,0.9768,0.78598,0.80456,0.08784,0.9275,0.84702,0.90068,-0.02933,0.8563,0.79628,0.82236,0.10061,0.8535,0.80398,0.94204,-0.0709,0.966,0.75021,0.84923,0.07146,0.9281,right
444,29.6,1,0.9517,0.44459,-0.1523,0.9999,0.96338,0.43781,-0.15927,0.9999,0.96722,0.4409,-0.15925,0.9999,0.97119,0.44281,-0.15928,0.9999,0.95576,0.42883,-0.14196,0.9998,0.95412,0.42599,-0.14198,0.9998,0.95258,0.4233,-0.14199,0.9999,0.98254,0.45878,-0.15369,0.9999,0.96205,0.43482,-0.07257,0.9998,0.95511,0.4676,-0.14686,1.0,0.94752,0.45858,-0.12347,0.9999,0.98466,0.56538,-0.16478,1.0,0.92316,0.49289,-0.00118,0.9999,0.92713,0.63985,-0.18035,0.9838,0.87716,0.56595,0.04796,0.5031,0.85852,0.63425,-0.16647,0.9219,0.84684,0.60761,0.00891,0.4613,0.83887,0.64575,-0.17979,0.8686,0.82838,0.61992,0.00252,0.4241,0.83442,0.63047,-0.17285,0.8589,0.83099,0.61439,-0.01351,0.4222,0.83898,0.625,-0.16067,0.824,0.83637,0.61447,0.00113,0.4494,0.89449,0.6876,-0.05562,1.0,0.86216,0.64183,0.05549,1.0,0.81954,0.73282,-0.18283,0.9848,0.77934,0.65459,-0.04081,0.9367,0.83121,0.86809,-0.03625,0.9769,0.78194,0.79918,0.08844,0.9328,0.84505,0.89703,-0.02151,0.8689,0.79464,0.81616,0.10145,0.8567,0.80365,0.93872,-0.05898,0.9671,0.74995,0.8466,0.07477,0.9349,right
445,29.6667,1,0.95228,0.44627,-0.15663,0.9999,0.9627,0.43887,-0.16449,0.9999,0.96654,0.44161,-0.16446,0.9999,0.97007,0.44362,-0.16449,0.9999,0.95615,0.43114,-0.14715,0.9998,0.95468,0.42842,-0.14717,0.9997,0.95349,0.42599,-0.14721,0.9998,0.98226,0.45748,-0.16309,0.9999,0.9643,0.43699,-0.08254,0.9997,0.9553,0.46888,-0.15272,1.0,0.94839,0.46104,-0.12951,0.9999,0.98606,0.56131,-0.17557,1.0,0.92643,0.49402,-0.01214,0.9999,0.92445,0.63446,-0.18996,0.9849,0.88246,0.5635,0.0369,0.4793,0.8551,0.63497,-0.17809,0.9314,0.84742,0.6075,0.00803,0.4243,0.83593,0.64504,-0.19174,0.8848,0.83077,0.62285,0.00393,0.3853,0.8312,0.63262,-0.18622,0.8775,0.8304,0.62127,-0.01213,0.3844,0.83462,0.62844,-0.17286,0.8444,0.83654,0.61483,0.00077,0.4142,0.89519,0.68713,-0.05694,1.0,0.86581,0.63538,0.05678,1.0,0.81592,0.72803,-0.15738,0.9808,0.7749,0.65672,-0.01966,0.9135,0.82987,0.87106,-0.02245,0.9746,0.78289,0.79752,0.10824,0.9021,0.84492,0.89568,-0.00861,0.8816,0.79534,0.81796,0.12134,0.8142,0.8004,0.93466,-0.04159,0.9642,0.74897,0.84616,0.09963,0.9035,right
446,29.7333,1,0.95152,0.44629,-0.15961,0.9999,0.96233,0.44062,-0.16755,0.9999,0.96593,0.4437,-0.16752,0.9999,0.96947,0.44611,-0.16754,0.9999,0.95521,0.43173,-0.15028,0.9998,0.95351,0.42891,-0.1503,0.9998,0.95197,0.4263,-0.15033,0.9998,0.98181,0.46054,-0.16383,0.9999,0.96348,0.43937,-0.08304,0.9997,0.95427,0.46967,-0.1544,1.0,0.94611,0.46265,-0.13108,0.9998,0.98359,0.56236,-0.17163,1.0,0.92516,0.49313,-0.00931,0.9999,0.92612,0.63492,-0.18519,0.9728,0.87906,0.56793,0.05483,0.4139,0.85744,0.63508,-0.17151,0.893,0.84661,0.60659,0.03886,0.4476,0.83769,0.64551,-0.18301,0.839,0.82882,0.61845,0.03757,0.4221,0.83275,0.63245,-0.17765,0.8282,0.82855,0.61674,0.02169,0.4206,0.83697,0.62774,-0.16635,0.7858,0.83646,0.613,0.03199,0.4458,0.89337,0.68717,-0.05469,1.0,0.86237,0.63853,0.05455,1.0,0.81785,0.73126,-0.16816,0.9809,0.77421,0.65495,-0.03635,0.9474,0.82946,0.86567,-0.02744,0.9773,0.77887,0.7938,0.09361,0.9456,0.84354,0.89105,-0.01318,0.8704,0.79083,0.81266,0.10671,0.8613,0.80288,0.93906,-0.04768,0.9687,0.74428,0.83668,0.08362,0.9411,right
447,29.8,1,0.95195,0.44703,-0.15758,1.0,0.9624,0.43912,-0.16499,0.9999,0.96606,0.44156,-0.16496,0.9999,0.96961,0.44332,-0.16498,0.9999,0.95574,0.43139,-0.14802,0.9999,0.95429,0.4287,-0.14804,0.9998,0.95298,0.42618,-0.14807,0.9999,0.98211,0.45629,-0.16168,0.9999,0.96382,0.43691,-0.08225,0.9998,0.9551,0.46904,-0.1529,1.0,0.9478,0.46213,-0.13001,0.9999,0.98715,0.56083,-0.16976,1.0,0.92489,0.4934,-0.0144,0.9999,0.92809,0.63356,-0.18494,0.9862,0.87932,0.56669,0.03033,0.5264,0.8571,0.63344,-0.17578,0.9348,0.84783,0.60593,-0.00322,0.4906,0.83763,0.64451,-0.19,0.8846,0.83095,0.62157,-0.00931,0.4441,0.83341,0.63044,-0.18369,0.8766,0.83344,0.61562,-0.02516,0.4427,0.83651,0.62716,-0.17041,0.8442,0.83688,0.61299,-0.0105,0.4676,0.89515,0.68442,-0.05514,1.0,0.86445,0.63318,0.05498,1.0,0.81781,0.73123,-0.1596,0.9826,0.77726,0.65037,-0.02726,0.9344,0.83206,0.87384,-0.02272,0.9789,0.78376,0.79777,0.101,0.9292,0.84458,0.89397,-0.00903,0.8695,0.79385,0.81391,0.11398,0.832,0.80206,0.93003,-0.04653,0.97,0.74978,0.84901,0.08861,0.9295,right
448,29.8667,1,0.95234,0.44478,-0.15166,0.9999,0.96302,0.43775,-0.15938,0.9999,0.96701,0.44054,-0.15936,0.9999,0.97078,0.44265,-0.15939,0.9999,0.95562,0.42979,-0.14205,0.9998,0.95384,0.42715,-0.14206,0.9997,0.95226,0.42469,-0.14208,0.9998,0.98268,0.45728,-0.15615,0.9999,0.96295,0.43435,-0.07498,0.9997,0.95575,0.46723,-0.14681,1.0,0.94805,0.45973,-0.12344,0.9998,0.98364,0.55535,-0.16788,1.0,0.92431,0.49138,-0.00125,0.9999,0.92374,0.63356,-0.18215,0.9823,0.8798,0.56404,0.05087,0.4151,0.85741,0.63322,-0.1688,0.9269,0.84468,0.6087,0.01884,0.4163,0.83674,0.64479,-0.18183,0.8831,0.83177,0.62018,0.01432,0.3881,0.83281,0.63067,-0.17622,0.8748,0.83108,0.61812,-0.0018,0.3866,0.83698,0.62576,-0.16358,0.8402,0.83749,0.6114,0.01127,0.4107,0.89525,0.68202,-0.0582,1.0,0.8639,0.63458,0.05806,1.0,0.81794,0.72935,-0.16904,0.9865,0.77595,0.65248,-0.02216,0.9322,0.82906,0.86909,-0.04171,0.9851,0.77951,0.79297,0.09705,0.936,0.84221,0.89763,-0.02885,0.8946,0.79286,0.81136,0.10903,0.8491,0.80047,0.9422,-0.06684,0.9788,0.74435,0.83664,0.08499,0.9387,right
449,29.9333,1,0.95183,0.44576,-0.1491,1.0,0.96245,0.43805,-0.15777,0.9999,0.96616,0.44087,-0.15775,0.9999,0.96975,0.44313,-0.15778,0.9999,0.95596,0.43022,-0.13966,0.9999,0.95463,0.42764,-0.13968,0.9998,0.95345,0.42513,-0.1397,0.9999,0.98162,0.45828,-0.15926,0.9999,0.96343,0.43566,-0.07469,0.9998,0.95473,0.46753,-0.14604,1.0,0.94777,0.46004,-0.12171,0.9999,0.98542,0.56239,-0.16933,1.0,0.92509,0.49223,-0.0056,0.9999,0.9214,0.63388,-0.18293,0.9877,0.87985,0.56441,0.04038,0.4425,0.85651,0.63378,-0.16937,0.9484,0.8437,0.6101,0.00352,0.4497,0.83659,0.64346,-0.18367,0.9097,0.8259,0.62211,-0.00255,0.4131,0.8328,0.63011,-0.1775,0.9033,0.82852,0.61614,-0.01985,0.4139,0.83727,0.62549,-0.16391,0.873,0.83326,0.61633,-0.0047,0.4387,0.89473,0.68284,-0.05634,1.0,0.86298,0.63782,0.05621,1.0,0.81818,0.73073,-0.16069,0.986,0.77539,0.65541,-0.02289,0.9397,0.82878,0.87111,-0.03098,0.9845,0.78417,0.80064,0.10245,0.9426,0.84011,0.89988,-0.01826,0.8944,0.79639,0.82282,0.11489,0.8637,0.80007,0.9439,-0.05925,0.9781,0.75178,0.85312,0.08824,0.9439,right
450,30.0,1,0.95131,0.44739,-0.1771,1.0,0.96152,0.4397,-0.18697,0.9999,0.96465,0.44214,-0.18694,0.9999,0.96835,0.44448,-0.18696,0.9999,0.95523,0.43158,-0.16892,0.9998,0.95393,0.42876,-0.16894,0.9998,0.95281,0.42607,-0.16897,0.9998,0.98206,0.45972,-0.19047,0.9999,0.96503,0.43872,-0.1068,0.9997,0.95456,0.47048,-0.17437,1.0,0.94768,0.46333,-0.15026,0.9998,0.98544,0.56856,-0.19409,1.0,0.93254,0.49173,-0.03422,0.9999,0.91948,0.63477,-0.19921,0.9848,0.88491,0.55858,0.02084,0.4766,0.85297,0.63617,-0.18138,0.9397,0.84796,0.60447,-0.00084,0.4567,0.83456,0.64586,-0.19362,0.9002,0.83142,0.62009,-0.00295,0.4145,0.83086,0.63245,-0.18875,0.8952,0.83062,0.61847,-0.01877,0.415,0.83474,0.628,-0.17618,0.8635,0.83711,0.61158,-0.00756,0.4405,0.89531,0.68207,-0.05463,1.0,0.86754,0.63266,0.05444,1.0,0.81774,0.72959,-0.14628,0.9839,0.77538,0.6531,-0.00148,0.9192,0.82819,0.86605,-0.01358,0.9834,0.77877,0.79041,0.13135,0.93,0.84196,0.89284,2e-05,0.9132,0.79185,0.8085,0.14488,0.8387,0.80131,0.9349,-0.03014,0.9759,0.74521,0.83404,0.12701,0.927,right
451,30.0667,1,0.95094,0.44088,-0.13785,1.0,0.96118,0.43612,-0.14659,0.9999,0.96477,0.4392,-0.14657,0.9999,0.96829,0.44153,-0.1466,0.9999,0.95405,0.4282,-0.12831,0.9999,0.95244,0.42608,-0.12831,0.9998,0.95112,0.42412,-0.12833,0.9999,0.98025,0.4559,-0.15173,0.9999,0.96398,0.4383,-0.06685,0.9998,0.95408,0.46586,-0.13671,1.0,0.9459,0.45908,-0.11223,0.9999,0.98179,0.56293,-0.16698,1.0,0.92739,0.49205,0.00108,0.9999,0.91922,0.63566,-0.18077,0.9869,0.88273,0.5647,0.04708,0.4034,0.85572,0.63551,-0.16661,0.9453,0.84632,0.60812,0.01431,0.3762,0.83609,0.64393,-0.18062,0.9032,0.83043,0.62204,0.01067,0.3445,0.8322,0.63092,-0.17427,0.8963,0.83308,0.61614,-0.00627,0.343,0.83503,0.62836,-0.16112,0.866,0.83562,0.61423,0.00647,0.372,0.89492,0.68046,-0.0579,1.0,0.86402,0.63399,0.05776,1.0,0.81659,0.72993,-0.15378,0.9751,0.78016,0.65613,-0.0033,0.8623,0.82826,0.86537,-0.03231,0.9645,0.78322,0.79411,0.11122,0.8601,0.84121,0.89137,-0.02007,0.8515,0.79702,0.81706,0.12268,0.7795,0.79983,0.93285,-0.0528,0.9554,0.74464,0.83186,0.10257,0.8816,right
452,30.1333,1,0.95084,0.44643,-0.15767,1.0,0.96143,0.4407,-0.16594,0.9999,0.96486,0.44365,-0.16591,0.9999,0.96867,0.44618,-0.16594,1.0,0.95437,0.43084,-0.14909,0.9999,0.95275,0.42752,-0.1491,0.9998,0.95134,0.42449,-0.14912,0.9999,0.98111,0.46026,-0.16435,0.9999,0.9627,0.43742,-0.0857,0.9998,0.95356,0.47009,-0.15339,1.0,0.94606,0.4607,-0.13071,0.9999,0.98355,0.566,-0.16938,1.0,0.92614,0.49332,-0.01613,0.9999,0.91903,0.63299,-0.17813,0.986,0.88038,0.56553,0.03276,0.4683,0.85727,0.63146,-0.16257,0.9416,0.84432,0.60813,0.00263,0.4562,0.83678,0.64283,-0.17491,0.897,0.82611,0.6202,-0.00175,0.4202,0.83274,0.62973,-0.16909,0.8898,0.8299,0.61721,-0.01769,0.417,0.83727,0.62528,-0.1572,0.8615,0.83291,0.61456,-0.00464,0.4434,0.89162,0.68163,-0.05359,1.0,0.86093,0.63483,0.05343,1.0,0.81514,0.72324,-0.15145,0.9755,0.77516,0.64765,-0.01456,0.8834,0.8264,0.86311,-0.04494,0.972,0.78104,0.79315,0.09311,0.8794,0.83816,0.89053,-0.03423,0.8697,0.7945,0.81682,0.1041,0.7822,0.79696,0.93062,-0.06972,0.963,0.74479,0.82873,0.08259,0.8969,right
453,30.2,1,0.95114,0.44977,-0.18152,1.0,0.96166,0.44339,-0.19046,0.9999,0.96515,0.44643,-0.19043,0.9999,0.96851,0.44875,-0.19046,1.0,0.95479,0.43342,-0.17351,0.9999,0.95314,0.42998,-0.17352,0.9998,0.95165,0.42685,-0.17354,0.9999,0.98244,0.46384,-0.18789,1.0,0.9625,0.4394,-0.10858,0.9998,0.95357,0.47248,-0.17626,1.0,0.94612,0.46295,-0.15344,0.9999,0.98212,0.56742,-0.18867,1.0,0.9281,0.49209,-0.0324,0.9999,0.91799,0.63279,-0.19367,0.9865,0.88053,0.56288,0.01971,0.4685,0.85541,0.63128,-0.17493,0.9416,0.8478,0.60367,-0.00549,0.464,0.83619,0.64174,-0.18613,0.8983,0.83065,0.61872,-0.00946,0.4212,0.83155,0.62969,-0.18084,0.8916,0.8302,0.61723,-0.02438,0.4175,0.83548,0.62533,-0.16954,0.8628,0.83735,0.61018,-0.01218,0.4463,0.89228,0.6803,-0.05464,1.0,0.86504,0.63018,0.05446,1.0,0.81689,0.72839,-0.14509,0.9812,0.7742,0.65412,-0.01671,0.9103,0.82791,0.87242,-0.03452,0.9827,0.78037,0.79382,0.10155,0.9174,0.84039,0.89834,-0.02373,0.8796,0.79461,0.81554,0.11349,0.8144,0.7967,0.93747,-0.06233,0.9734,0.7462,0.84165,0.09139,0.9229,right
454,30.2667,1,0.95168,0.44482,-0.1778,1.0,0.9625,0.44018,-0.1866,0.9999,0.96607,0.44343,-0.18656,0.9999,0.96998,0.44622,-0.1866,0.9999,0.95579,0.43125,-0.16921,0.9998,0.95442,0.42871,-0.16923,0.9998,0.95327,0.42638,-0.16925,0.9998,0.98206,0.46041,-0.18558,0.9999,0.96451,0.43961,-0.10387,0.9997,0.95384,0.4691,-0.17321,1.0,0.94627,0.46202,-0.14972,0.9999,0.98352,0.57422,-0.18892,1.0,0.92663,0.49,-0.02882,0.9999,0.91718,0.63326,-0.19495,0.9804,0.88151,0.56138,0.03512,0.4837,0.85467,0.63151,-0.18118,0.919,0.84619,0.60691,0.01944,0.4932,0.83506,0.64348,-0.1934,0.8764,0.82938,0.62005,0.01803,0.4565,0.83152,0.63046,-0.18965,0.8701,0.83237,0.61521,0.00236,0.4577,0.83514,0.62663,-0.17655,0.8363,0.83942,0.60865,0.01287,0.4878,0.89293,0.68216,-0.05659,1.0,0.86322,0.63085,0.05641,1.0,0.81578,0.72305,-0.15544,0.9749,0.77616,0.65277,-0.01537,0.8925,0.83117,0.86862,-0.02529,0.9699,0.78268,0.79298,0.10826,0.8956,0.84343,0.89354,-0.01206,0.8341,0.79758,0.81236,0.12135,0.7909,0.804,0.93643,-0.04391,0.9551,0.74318,0.82742,0.10227,0.9009,right
455,30.3333,1,0.95196,0.44378,-0.17535,0.9999,0.96313,0.43841,-0.18404,0.9999,0.96663,0.44147,-0.184,0.9999,0.97047,0.44424,-0.18403,0.9999,0.95625,0.43007,-0.16681,0.9998,0.9548,0.42776,-0.16682,0.9997,0.95355,0.42565,-0.16684,0.9998,0.9831,0.46031,-0.18218,0.9999,0.96615,0.43924,-0.10087,0.9997,0.95482,0.46813,-0.17052,1.0,0.94732,0.45993,-0.14714,0.9998,0.98298,0.57005,-0.18338,1.0,0.92608,0.4895,-0.0276,0.9999,0.91838,0.63317,-0.18744,0.9753,0.88052,0.56267,0.02619,0.4817,0.85542,0.63309,-0.16662,0.8823,0.84803,0.60297,-0.00135,0.4806,0.83579,0.64349,-0.17768,0.8236,0.83139,0.61748,-0.00597,0.4456,0.83174,0.63064,-0.17318,0.8129,0.83111,0.61613,-0.02159,0.4455,0.83605,0.62593,-0.16158,0.7772,0.83769,0.60939,-0.00838,0.4738,0.89322,0.68048,-0.05594,1.0,0.86434,0.62874,0.05573,1.0,0.81823,0.72969,-0.16524,0.9826,0.7749,0.65082,-0.01821,0.919,0.83216,0.87521,-0.03974,0.98,0.78005,0.78628,0.10115,0.9241,0.8444,0.9011,-0.02734,0.852,0.79374,0.81114,0.11349,0.831,0.80177,0.9361,-0.06482,0.968,0.74395,0.82988,0.09319,0.9271,right
456,30.4,1,0.95344,0.447,-0.18622,0.9999,0.96451,0.44142,-0.19455,0.9999,0.96833,0.44475,-0.19451,0.9999,0.97179,0.44717,-0.19454,0.9999,0.95743,0.43211,-0.17689,0.9998,0.95568,0.42897,-0.17692,0.9998,0.95426,0.42619,-0.17694,0.9998,0.98416,0.46373,-0.19147,0.9999,0.96575,0.43839,-0.10889,0.9997,0.95584,0.47039,-0.18107,1.0,0.94839,0.46197,-0.1573,0.9999,0.98365,0.57249,-0.19297,1.0,0.92671,0.48881,-0.03402,0.9999,0.91722,0.63308,-0.19902,0.9767,0.88071,0.56068,0.02115,0.5397,0.85495,0.63116,-0.18293,0.8925,0.84959,0.60262,-0.00678,0.5194,0.83531,0.64109,-0.1955,0.8384,0.83231,0.61748,-0.01082,0.4714,0.83143,0.62858,-0.19064,0.8287,0.83205,0.61686,-0.02677,0.4718,0.83582,0.62417,-0.17783,0.7908,0.84055,0.61135,-0.01375,0.5029,0.89533,0.68161,-0.05732,1.0,0.86611,0.62898,0.05711,1.0,0.81738,0.72684,-0.16146,0.9754,0.77505,0.65475,-0.02102,0.891,0.82888,0.8688,-0.02812,0.9725,0.78029,0.78946,0.11701,0.8788,0.84144,0.89584,-0.01483,0.84,0.79538,0.81006,0.13129,0.775,0.80177,0.93809,-0.05006,0.9587,0.74539,0.83604,0.11175,0.8878,right
457,30.4667,1,0.95193,0.44207,-0.1526,1.0,0.96231,0.43712,-0.16139,0.9999,0.96593,0.44001,-0.16136,0.9999,0.96936,0.44209,-0.16139,0.9999,0.955,0.42947,-0.1435,0.9999,0.95335,0.42743,-0.14351,0.9998,0.95186,0.42545,-0.14352,0.9999,0.98059,0.45608,-0.16318,0.9999,0.96221,0.43694,-0.07923,0.9998,0.95495,0.466,-0.14966,1.0,0.94692,0.45983,-0.12547,0.9999,0.98344,0.56155,-0.17164,1.0,0.92753,0.49057,-0.0093,0.9999,0.92243,0.63437,-0.18351,0.9848,0.88253,0.56395,0.03741,0.4498,0.85717,0.63257,-0.16797,0.9322,0.84673,0.60782,0.00433,0.4583,0.83763,0.64345,-0.18166,0.8822,0.83035,0.62333,0.00035,0.4219,0.8335,0.63017,-0.17455,0.8738,0.83264,0.61692,-0.01721,0.4214,0.83803,0.62496,-0.16216,0.84,0.83986,0.60899,-0.00363,0.4478,0.89629,0.68149,-0.05757,1.0,0.86431,0.63112,0.05741,1.0,0.81786,0.72628,-0.16785,0.9822,0.77728,0.64984,-0.01268,0.9164,0.83217,0.87259,-0.04194,0.9761,0.78284,0.79461,0.10886,0.9009,0.84167,0.89342,-0.02936,0.8499,0.7964,0.81452,0.1213,0.8014,0.80128,0.93919,-0.06534,0.9662,0.74451,0.83332,0.10138,0.9088,right
458,30.5333,1,0.95328,0.44913,-0.19042,0.9999,0.96433,0.44224,-0.19822,0.9998,0.96787,0.44517,-0.1982,0.9998,0.97236,0.44848,-0.19825,0.9998,0.95665,0.43276,-0.18175,0.9996,0.95473,0.42947,-0.18176,0.9994,0.96036,0.4298,-0.18178,0.9996,0.98397,0.46211,-0.19024,0.9999,0.96503,0.43725,-0.11245,0.9993,0.95614,0.47173,-0.18306,0.9999,0.9485,0.46361,-0.16069,0.9997,0.98305,0.56947,-0.19349,1.0,0.92611,0.49047,-0.03378,0.9999,0.92228,0.63251,-0.20387,0.9796,0.8821,0.56276,0.01943,0.428,0.85779,0.63234,-0.18706,0.9059,0.84493,0.60827,-0.00966,0.405,0.83732,0.64279,-0.19974,0.855,0.82727,0.62028,-0.01415,0.3791,0.83309,0.63019,-0.19492,0.8466,0.82976,0.61436,-0.03124,0.3808,0.83802,0.62588,-0.18194,0.8099,0.83455,0.61443,-0.01747,0.4138,0.89453,0.67981,-0.05644,1.0,0.86285,0.63044,0.05627,1.0,0.81795,0.7284,-0.17604,0.9773,0.77787,0.65538,-0.02861,0.8954,0.83181,0.87403,-0.05441,0.9767,0.78263,0.79502,0.09195,0.9029,0.8441,0.901,-0.04252,0.8486,0.79522,0.81801,0.10406,0.8005,0.79835,0.934,-0.08251,0.9649,0.74398,0.83276,0.08034,0.9113,right
459,30.6,1,0.9541,0.44518,-0.20371,0.9999,0.96531,0.43845,-0.21121,0.9998,0.96946,0.44244,-0.21118,0.9998,0.97296,0.44528,-0.21122,0.9999,0.95771,0.42834,-0.1946,0.9996,0.95591,0.42533,-0.19462,0.9995,0.96003,0.42691,-0.19465,0.9996,0.98459,0.46235,-0.20316,0.9999,0.96443,0.43334,-0.12481,0.9994,0.95624,0.46985,-0.19654,0.9999,0.9485,0.45972,-0.17399,0.9997,0.98264,0.56992,-0.20324,1.0,0.92676,0.48828,-0.0467,0.9999,0.91918,0.63287,-0.21367,0.9776,0.87972,0.55879,0.00954,0.5034,0.85681,0.63346,-0.19999,0.8989,0.84957,0.60349,-0.01762,0.4945,0.83692,0.64341,-0.21311,0.8477,0.83253,0.61864,-0.02267,0.4575,0.83261,0.63078,-0.20938,0.8379,0.83214,0.6171,-0.03926,0.4577,0.8374,0.62636,-0.19545,0.8019,0.83895,0.6098,-0.02502,0.4893,0.89543,0.67964,-0.05489,1.0,0.86588,0.62795,0.05472,1.0,0.81733,0.72607,-0.17053,0.9714,0.77611,0.6532,-0.03882,0.899,0.82942,0.87079,-0.03826,0.9715,0.78006,0.79316,0.09494,0.9013,0.8419,0.89914,-0.02578,0.812,0.79322,0.81733,0.10824,0.7951,0.79787,0.93779,-0.06986,0.9564,0.73949,0.83097,0.08095,0.9077,right
460,30.6667,1,0.95315,0.44459,-0.16474,1.0,0.96362,0.43774,-0.17344,0.9999,0.96766,0.44051,-0.1734,0.9999,0.97138,0.4424,-0.17343,0.9999,0.95584,0.43032,-0.1555,0.9999,0.95393,0.42809,-0.15552,0.9998,0.95224,0.4259,-0.15554,0.9999,0.98282,0.45582,-0.17437,0.9999,0.96408,0.4364,-0.09041,0.9998,0.95671,0.46771,-0.16141,1.0,0.94855,0.46134,-0.13722,0.9999,0.98542,0.56735,-0.18313,1.0,0.92847,0.49005,-0.01792,0.9999,0.9184,0.63375,-0.19391,0.9835,0.88307,0.5601,0.03231,0.5272,0.85381,0.63205,-0.17855,0.9366,0.8512,0.60295,0.0027,0.5201,0.83492,0.64219,-0.19264,0.8952,0.83358,0.61883,-0.00065,0.4721,0.83124,0.62967,-0.18665,0.8878,0.83303,0.61726,-0.01816,0.4721,0.83454,0.62697,-0.17314,0.8566,0.84008,0.60967,-0.00503,0.5042,0.89569,0.68221,-0.05816,1.0,0.86519,0.63148,0.058,1.0,0.81713,0.7268,-0.16654,0.9794,0.77699,0.6543,-0.01289,0.9025,0.83065,0.87251,-0.03208,0.9754,0.78047,0.79204,0.11527,0.8967,0.84364,0.89961,-0.01877,0.8423,0.7965,0.81099,0.12829,0.7943,0.80131,0.93784,-0.05438,0.9649,0.74368,0.82982,0.1069,0.9072,right
